,id,synsetId,subSynsetId,modelId,split
21964,10568,3001627,3001627,e1791ff04ab8348fdb63e6ea2fd66753,source
21963,10546,3001627,3001627,2b8c678b99f7b2807ea88ba060407992,source
23987,42097,3001627,4331277,b5254b56addb692eb516c05d046e8e45,source
21129,1015,3001627,2738535,5cc0b0e0035170434733824eae5cd9ae,source
23345,21082,3001627,4331277,f497cbcc4895d5386b684500e5db87c2,source
48192,44712,3001627,3001627,b5699ce2511433f3b28ede0f9f5a31e9,source
3702,23832,3001627,3001627,e803b31e2185d0405784b22e1081a3e1,source
3769,26829,3001627,3001627,260768554aa1a64f2180a9964be89fad,source
24813,51117,3001627,20000020,3aa41731c9bde97796d5112fb101f3ce,source
21763,45263,3001627,2738535,19319101e064eb1019fb4103277a6b93,source
23633,30736,3001627,4331277,b162f52f6a1ac00e519f3f3e6cd6d1a6,source
3031,8293,3001627,2738535,4a329240c6a9d2547b11ae648ea92233,source
48194,45129,3001627,3001627,1fd7d0fe883059e355feea066cda8f9a,source
4233,49310,3001627,3001627,9a41550ba7dd31e3bf80985a99195eb8,source
3160,36095,3001627,2738535,da6cbcac794d377df9111ef49c078dbe,source
24999,42339,3001627,20000026,dfdb73c6bb358fec18c4d7ee5b83ed4,source
25461,31963,3001627,20000027,37475326277845dc1fefdc190019db13,source
25166,10285,3001627,20000027,f1fcbd856669e000118128b8b252e07b,source
25644,45216,3001627,20000027,cd6a8020b69455dbb161f36d4e309050,source
47899,21919,3001627,3001627,313bfbd7bc2d516e14d782de5388fe8c,source
23109,14123,3001627,4331277,ce7cff543f8cd89f8d1dabf86742ec3c,source
47950,25231,3001627,3001627,bbf45d2d189dcd758e5f5b49c9f5b3f2,source
47753,10978,3001627,3001627,bbadf45aa419015c7e4d369f13ed434e,source
3200,48296,3001627,2738535,f46ccdbf92b738e64b3c42e318f3affc,source
25055,3026,3001627,20000027,72ba6d6bdc6aeb7d330a170e9ceed373,source
24995,36949,3001627,20000026,3925bf96c05c49d362e682c9809bff14,source
48194,45129,3001627,3001627,1fd7d0fe883059e355feea066cda8f9a,source
23674,32117,3001627,4331277,4909c59d7326a2e6217eabb7c57f6292,source
21858,33,3001627,3001627,1c685bc2a93f87a2504721639e19f609,source
47939,24655,3001627,3001627,4e15234057b863dc659dda512294c744,source
3305,4327,3001627,3001627,b13a4df698183bf9afb6676a5cd782b6,source
22184,31098,3001627,3001627,41396db6d7b550a411f7226d5cab1e9,source
48235,49040,3001627,3001627,a241ab0fe7fbb1f41dea5e6084523ee,source
3329,5547,3001627,3001627,e0a0d5c2ba6fdca215b55266697a17be,source
25390,27446,3001627,20000027,a00f4f424b6b4c4c19fb4103277a6b93,source
22031,16736,3001627,3001627,3276361e9e651238ac4ed5495364a497,source
25312,21753,3001627,20000027,fbf085824e25d7c440ef1c8b63a628f9,source
25216,14390,3001627,20000027,ef8b9243c75bdc93347805f93d32915b,source
23649,31164,3001627,4331277,84767939783aade4611ea9b20dcb5c83,source
22361,45599,3001627,3001627,6b719f78721d1eb742559566b871c978,source
23845,37661,3001627,4331277,ebf8166bacd6759399513f98ce033426,source
3028,7359,3001627,2738535,cf24fc2d10f8da31283b00891f680579,source
47715,7562,3001627,3001627,4011b7d293cbeae11890f3b4ec900fa,source
24231,50721,3001627,4331277,249b40a630dd751f8023b347a089645c,source
48194,45129,3001627,3001627,1fd7d0fe883059e355feea066cda8f9a,source
23626,30506,3001627,4331277,ff6e6b7b7c7f1c0f15f78c98555ab41,source
22354,44913,3001627,3001627,c7dcd3fdd4ccb7563dce8e6b691b2a29,source
47635,23,3001627,3001627,1be38f2624022098f71e06115e9c3b3e,source
22490,48624,3001627,3002711,96e9b84ee4a556e8990561fc34164364,source
23484,25736,3001627,4331277,432346a3345e3e5dd79b19c7c4f0e293,source
22303,42161,3001627,3001627,b526dccbbe8417bd6cf45f1c1a3d29af,source
3589,18996,3001627,3001627,477dfe89f1d5df337fa68300c57bff0a,source
21725,42990,3001627,2738535,8c1c53ff86f59a97d2f33aaf794b5932,source
3260,2167,3001627,3001627,8bce3b7b7f0f48ad28a1548e344f0e2e,source
22175,30560,3001627,3001627,1e92f53f3a191323d42b9650f19dd425,source
25386,26911,3001627,20000027,c24b79602fccaf603379c738ca193530,source
22999,10256,3001627,4331277,8a2a0cad888b871eaa84c578b771896d,source
25348,24781,3001627,20000027,61de75e888e8727486debb0a33c851f8,source
22331,43820,3001627,3001627,cd9702520ad57689bbc7a6acbd8f058b,source
24081,45375,3001627,4331277,c7ae4cc12a7bc2581fa16f9a5527bb27,source
21409,21894,3001627,2738535,545e984b290a7398e8b2b8dc0c816caf,source
21489,27946,3001627,2738535,39b1cdf79b58062dfff16555386d173d,source
21246,9077,3001627,2738535,e984974d54645e8328c54e8f8953f499,source
21340,16241,3001627,2738535,fd3d59ad4d0ddb44e15475f0b1eb22aa,source
24005,42865,3001627,4331277,e76aad9a92f83d70bda72093f9b5aa73,source
22240,35963,3001627,3001627,3a96b4ac78928fadcfd33d85f931f6e8,source
3734,25436,3001627,3001627,80dabf9ddbdc92f681806e3880250dff,source
23258,18621,3001627,4331277,573b3fed3942a148c681404257d94ad9,source
23213,17166,3001627,4331277,711d131beebd279cf0102d4d10f82457,source
25391,27459,3001627,20000027,7b17a70aef82c51cb8fa4cb65e077db1,source
23671,31958,3001627,4331277,4f24a67f85e71e144719088c8e42c6ab,source
4239,49574,3001627,3001627,458356b9c5a8d7bd7cc86734cb2f5062,source
37484,40459,4256520,20000027,1ff1912cc74a76c3b2152dcc3ff6a477,source
23403,22772,3001627,4331277,e4834c88847b288648d8ff57878739ca,source
25703,50304,3001627,20000027,f0b50b64918ef41b990561fc34164364,source
22959,8779,3001627,4331277,39ac9a459a28e252763d2f5638da324e,source
48085,37214,3001627,3001627,1ace72a88565df8e56bd8571ad86331a,source
47706,6464,3001627,3001627,d0c6af0d44cc068523c1b1df1d480bd3,source
25158,9948,3001627,20000027,c88eb06478809180f7628281ecb18112,source
21632,37039,3001627,2738535,5cc61516525325f55e0d6e917505f52f,source
35681,45521,4256520,2738535,e9821fb7af7db92b26f6c8b5b75f0ee9,source
23016,10865,3001627,4331277,8538245c2d93c60864c85287e21825c4,source
47780,12673,3001627,3001627,39ba09c13d784741dcfbbf65ff959eb1,source
25333,23350,3001627,20000027,6c16024ad8f16d6c83c7ca617c7f7461,source
24672,8352,3001627,20000016,51591397480eecccf58894a68fdb6cca,source
21504,29185,3001627,2738535,52b667b2014bdf0482db9fca4b68095,source
47939,24655,3001627,3001627,4e15234057b863dc659dda512294c744,source
48229,47327,3001627,3001627,92b332233da033e71d022067655f6c16,source
23014,10843,3001627,4331277,b738a4aa965784abd86234e915108e6a,source
23671,31958,3001627,4331277,4f24a67f85e71e144719088c8e42c6ab,source
47780,12673,3001627,3001627,39ba09c13d784741dcfbbf65ff959eb1,source
3855,31142,3001627,3001627,1a8bbf2994788e2743e99e0cae970928,source
47926,23805,3001627,3001627,aa412e95e1f9c047d9b53420a5458c53,source
22313,42909,3001627,3001627,ef9f4de6ad345818b25f0e6fce03dcef,source
24813,51117,3001627,20000020,3aa41731c9bde97796d5112fb101f3ce,source
22722,462,3001627,4331277,2a0f4fe08cec3d25680876614ed35a7f,source
22450,4640,3001627,3002711,d9943f96dfbdf331b17743c18fb63dc,source
24130,47417,3001627,4331277,4a0f1aa6a24c889dc2f927df125f5ce4,source
22791,2433,3001627,4331277,f9da1bdadc982c7f78ee935ba846606a,source
47814,14583,3001627,3001627,a749c31cee6965f33dc9e0e58bb697d3,source
21317,14537,3001627,2738535,8cc5a1e56c814d86c3cbab763f583b3,source
3037,9539,3001627,2738535,2499541ace317cbb8cb5d9909aeb1309,source
22608,24208,3001627,3649674,90d35ca55b35d56dd5883ca9b41ac387,source
23436,24102,3001627,4331277,1bcec47c5dc259ea95ca4adb70946a21,source
22329,43749,3001627,3001627,91534e0a3b0aea7526fc87e2982c8a2b,source
24165,48522,3001627,4331277,fe47e7645f1080735f0277eebfd05be2,source
21774,45960,3001627,2738535,4dbddd8f3f658821ad484915511ccff6,source
22791,2433,3001627,4331277,f9da1bdadc982c7f78ee935ba846606a,source
24157,48394,3001627,4331277,123b44b99e48eccb6960dc525de2f934,source
23400,22667,3001627,4331277,b37c77a90ba66c92564339cd0fd02849,source
23700,32863,3001627,4331277,8dfb550d8fc07ebe490ad276cd2af3a4,source
3171,39197,3001627,2738535,3f36e261cc87648ac3bd24f986301745,source
3502,14943,3001627,3001627,e2c7903ad9e8f497a7be81e6de3c404c,source
3849,30901,3001627,3001627,85c2609fc7a511ece32cefe0e484fed3,source
25366,25868,3001627,20000027,980feda55fe02c5868e9405ab8968607,source
24813,51117,3001627,20000020,3aa41731c9bde97796d5112fb101f3ce,source
24109,46592,3001627,4331277,86c4bc3f46e1bf7bad179769eda42205,source
47948,25117,3001627,3001627,eda9dd4d0d18c3f2296420d5ebe64c52,source
3924,34995,3001627,3001627,fe5310a3457bf0e5c4e8952b27b5f370,source
25013,162,3001627,20000027,6b10b9f8b8f38cfadebf8d14d5516c20,source
21263,10344,3001627,2738535,c2d0bea1edd835b6e874cd29a3bc467c,source
23140,14955,3001627,4331277,8ade0afeb517ce00aab45a6fe87e3c10,source
21719,42222,3001627,2738535,f5b08ab02727922b738dd0d3509c7e47,source
24165,48522,3001627,4331277,fe47e7645f1080735f0277eebfd05be2,source
21309,14100,3001627,2738535,878c70bddd336f6019fb4103277a6b93,source
23671,31958,3001627,4331277,4f24a67f85e71e144719088c8e42c6ab,source
22114,24787,3001627,3001627,d2a48ffb6d25f88dfb0eb7e753c06942,source
48007,30251,3001627,3001627,8b52303e5ee47ac617ffa9a4ab48724c,source
23671,31958,3001627,4331277,4f24a67f85e71e144719088c8e42c6ab,source
37475,30586,4256520,20000027,deb0889d902f08bef51f77a6d7299806,source
22406,49127,3001627,3001627,33e436e30da86f3bc5beea20858a99d5,source
21540,31656,3001627,2738535,c4af5a5858b4f40082db9fca4b68095,source
35904,37775,4256520,3693474,cd10e95d1501ed6719fb4103277a6b93,source
22431,51056,3001627,3001627,d36ecfec3f3c18a9a28fdea8831e592e,source
47682,3632,3001627,3001627,da264a41dd8fdd655357c338ec9641,source
23261,18707,3001627,4331277,2191f89e65241e7be04d00482f14a156,source
4228,49151,3001627,3001627,e158f7ba6828db5c654ea6737b0d3597,source
23304,19935,3001627,4331277,9ab4d3826bd2f07b51bb569b4bf0aada,source
23383,22243,3001627,4331277,e9c344a392e311195b903ba10d2ec446,source
3299,4155,3001627,3001627,a8b5f5b6bf0cb2d6876b399a99a15c0f,source
4033,40037,3001627,3001627,18052e6175456b9e7984fb9ec7e40829,source
21550,32290,3001627,2738535,bb4f5cd713a817727d4f8900c5174db0,source
21353,17041,3001627,2738535,32d67f875ead7f1eaf46128407fbd2a0,source
22256,37623,3001627,3001627,5afc95ed2a26ce548644074928ab3f32,source
48271,49154,3001627,4373704,891f1cd440afa11517b431cae0dd70ed,source
24074,45231,3001627,4331277,cc811f0c28012f493c528a26a44a30b6,source
47713,7511,3001627,3001627,f1cb7ac166e7f23fd9d3572bbd9cf789,source
23644,31047,3001627,4331277,be9ced795316066f38620af15fa7e604,source
3800,28069,3001627,3001627,d7e4851fb3001a10f652f706160dc96d,source
22931,7879,3001627,4331277,731d9114eecdeff93454e751432992d2,source
25392,27464,3001627,20000027,87baf0c4bd11ebe7f771b7c5ceefa9be,source
3934,35446,3001627,3001627,c46eb7460be602b6bf80985a99195eb8,source
22926,7693,3001627,4331277,3358536e8e7c416ea9ef8e11754eeede,source
22608,24208,3001627,3649674,90d35ca55b35d56dd5883ca9b41ac387,source
24807,48705,3001627,20000020,77b457b102a9b82f5dca6305fb9f97ca,source
21893,4313,3001627,3001627,910bbf8701a4846c2993aa294808121b,source
24888,41099,3001627,20000022,1825f6f71e68da9da36af77e45b32071,source
23112,14221,3001627,4331277,280d49c0833e2dcecbdbd70308cc5247,source
22419,50241,3001627,3001627,18fe5de83a17c6b5876b399a99a15c0f,source
3256,1920,3001627,3001627,be9d5105e48ae27e713decb1a0563b12,source
48008,30291,3001627,3001627,ec758c4557250ca79f2349486c570dd4,source
24786,39178,3001627,20000020,78446e1cc15f757297936c81e7f6629,source
47774,12307,3001627,3001627,3968956c7bccc24c203eb08a0c3b4355,source
24300,4480,3001627,4373704,97a4d1ab6d58bc2ef60f0f3341009abb,source
24169,48785,3001627,4331277,5af850643d64c2621b17743c18fb63dc,source
21701,41006,3001627,2738535,a1734a851af178bee15475f0b1eb22aa,source
23158,15475,3001627,4331277,5b43111740009e719159f4cd32e8e02d,source
3348,6542,3001627,3001627,51f4ea68be319fe8990e5087098e19c,source
4266,50807,3001627,3001627,9fd6bb18dc21c70766ef9dd2f3ef27d3,source
23623,30454,3001627,4331277,748d7e99a0ed4646f4b6538438a0b930,source
24101,46179,3001627,4331277,124ef426dfa0aa38ff6069724068a578,source
3128,29308,3001627,2738535,94b39e206f1bd77c69e31bb722067900,source
3285,3664,3001627,3001627,3fa1eeed2e8e2534febad4f49b26ec52,source
24818,5985,3001627,20000021,6921b41c2f6916e2bea04b36c2ada3a3,source
22934,7964,3001627,4331277,4cc4cb9b533e8b84b04cb542e2c50eb4,source
48228,47306,3001627,3001627,a07f62023d3784839aab0d90d6455f4a,source
24238,50876,3001627,4331277,60167ae64899f8ae966a40fb39b34846,source
4148,45858,3001627,3001627,e6a4d6fbdf722dbcc6ec74cc40a0a09a,source
3354,7133,3001627,3001627,e3d23dc47ddd9620c9be65dfbd21428b,source
23529,27670,3001627,4331277,75369f55718d5adba0bb10bfbc5d4718,source
47647,1143,3001627,3001627,78bb9f39d4251624a502e035aafd3af8,source
21277,11660,3001627,2738535,198bd40d94930950df6cfab91d65bb91,source
23786,35708,3001627,4331277,310c65506936cc5bbe5e5822eaa1366c,source
3723,24991,3001627,3001627,ec9f1fc13f2e4ae2c3bd24f986301745,source
3260,2167,3001627,3001627,8bce3b7b7f0f48ad28a1548e344f0e2e,source
21362,17690,3001627,2738535,2b66adf2ba9858eb19fb4103277a6b93,source
22767,1811,3001627,4331277,39d1a6007a4a29fe492d9da2668ec34c,source
24006,42894,3001627,4331277,566df2b6ad0abb3198d5fc0473d00a1c,source
25348,24781,3001627,20000027,61de75e888e8727486debb0a33c851f8,source
22046,17993,3001627,3001627,9930f9ec8e2e94b4febad4f49b26ec52,source
47753,10978,3001627,3001627,bbadf45aa419015c7e4d369f13ed434e,source
21477,27213,3001627,2738535,e12ac2c1c707b7b2f45a7a3d26bcb6ad,source
23537,27886,3001627,4331277,50415355dff6f4e0c2c1a442b53fa053,source
47780,12673,3001627,3001627,39ba09c13d784741dcfbbf65ff959eb1,source
23880,38636,3001627,4331277,404d58ff6722e4a34014f1a5fb376d1,source
22202,32892,3001627,3001627,896303208667c3e9713decb1a0563b12,source
21177,3951,3001627,2738535,7e097351b98060b8a8dad913bb47fe00,source
24995,36949,3001627,20000026,3925bf96c05c49d362e682c9809bff14,source
3336,5989,3001627,3001627,6abdb0b46d2a3fd02813aa30be7ebdbc,source
22844,4094,3001627,4331277,ed6bc67f247a5aa3e43df8c9a38bf11b,source
24237,50849,3001627,4331277,662409af279f322eeb82005949031741,source
21715,42078,3001627,2738535,99c8513bc738a21d440d6814caa3115e,source
25544,37429,3001627,20000027,42836979b217e0535836c728d324152,source
23080,13163,3001627,4331277,2b90701386f1813052db1dda4adf0a0c,source
47753,10978,3001627,3001627,bbadf45aa419015c7e4d369f13ed434e,source
23679,32264,3001627,4331277,47c04fe5c1f850b784cb23b18bd34686,source
22732,749,3001627,4331277,323ab1a1a81ef0f51f77a6d7299806,source
24769,32492,3001627,20000020,e28c5e90a01027bb4e83b37723b7fdca,source
22591,6596,3001627,3649674,96929d658ba1a01211ffd7c4e1c9d12b,source
3115,26682,3001627,2738535,ce474d7c415941acfebad4f49b26ec52,source
23481,25508,3001627,4331277,5b51df75df88c639f51f77a6d7299806,source
21451,25169,3001627,2738535,f4de0c72715e193deb1f243bab39fb29,source
25555,38449,3001627,20000027,5420d4699cf0125fd08f8c5dee475682,source
4227,49150,3001627,3001627,df8c98028d8ff2435dc3653f8341633a,source
3926,35091,3001627,3001627,3ffd794e5100258483bc207d8a5912e3,source
23100,13806,3001627,4331277,774b94fd956a6601194565c2f3f896dc,source
25516,34884,3001627,20000027,6050ef2e6ac4ffae490ad276cd2af3a4,source
4167,46659,3001627,3001627,8be8093e99b94bd9cf320c31965db5a1,source
22984,9710,3001627,4331277,6a7050042fbc77d5635418e95eea8a17,source
23175,15831,3001627,4331277,9ddec02fc7a03c19a8699b6183baa203,source
47813,14530,3001627,3001627,5f9fd9bf28da76ebed2eab6efdeec5f8,source
3906,34028,3001627,3001627,4bdbecfbc925219157915a20ae9ec6b6,source
3254,1826,3001627,3001627,4f5639e943b60edc600515ec9ccc96a4,source
3734,25436,3001627,3001627,80dabf9ddbdc92f681806e3880250dff,source
48200,45405,3001627,3001627,9c7a028edc97dcbc3012f749207726db,source
47753,10978,3001627,3001627,bbadf45aa419015c7e4d369f13ed434e,source
23682,32416,3001627,4331277,453be11e44a230a0f51f77a6d7299806,source
25195,12996,3001627,20000027,1dc63eb0c6b1102f5369e32fb818f337,source
3913,34306,3001627,3001627,dfae4f9155877a1ef57b53e86a4ec824,source
25361,25489,3001627,20000027,6c36a5b107e83d331191025061735ea3,source
24082,45400,3001627,4331277,20ae4b27e86521a32efc7fb40a53aaac,source
22365,45868,3001627,3001627,df91f68fcd968fd0e4f1a5bf17db27b1,source
3344,6431,3001627,3001627,42140baad25c8598baa1a4ff2c45ffc9,source
23177,15884,3001627,4331277,719f6578bd1450cfe5b7031248b81d78,source
47970,27227,3001627,3001627,6c25a321d75405aafdef1c01cbd4ae0c,source
47821,15206,3001627,3001627,6b5edd2c4df6e85cf9b9977a2406713a,source
24169,48785,3001627,4331277,5af850643d64c2621b17743c18fb63dc,source
48194,45129,3001627,3001627,1fd7d0fe883059e355feea066cda8f9a,source
4094,42991,3001627,3001627,9d28a066df22319cca2e16d6cd76503c,source
4161,46310,3001627,3001627,c4912ddaf24ee0fe7ea88ba060407992,source
23944,40937,3001627,4331277,adc76ddfb1d619a25dc3653f8341633a,source
23856,37855,3001627,4331277,8b4b176d9393676d5e1f306d831137e1,source
22461,17860,3001627,3002711,d0255120e3351121c3bd24f986301745,source
24678,23284,3001627,20000016,3024deb09ba519c517089ab023f65eee,source
24069,45038,3001627,4331277,b251886df47a873eede14860b165d604,source
21601,35187,3001627,2738535,ed5b718c4efc65f148ff063e62e02115,source
48027,31908,3001627,3001627,493b8b8eac5d3de978f8b40f4a2ae98a,source
23020,10999,3001627,4331277,c605d4742f68a00ece45069973024eb1,source
25058,3315,3001627,20000027,f4a36a5ae5a596942d19175e7d19b7cb,source
23235,17890,3001627,4331277,671d51da473849c7369a4f66bf103682,source
3719,24821,3001627,3001627,273fe8996937648ac8744f5d8b9af88e,source
23357,21303,3001627,4331277,5d3cfbc8bae19e701f580a0f9153317f,source
24813,51117,3001627,20000020,3aa41731c9bde97796d5112fb101f3ce,source
23565,28703,3001627,4331277,1c199ef7e43188887215a1e3ffbff428,source
21537,31545,3001627,2738535,5a94a4638e8d548cf7628281ecb18112,source
23903,39544,3001627,4331277,e7d4a3cca8edfde4829113e62386fd50,source
21812,48336,3001627,2738535,a3ba66bb0fbded22c5beea20858a99d5,source
23977,41875,3001627,4331277,e54417646ad16604738a251b334366e,source
25348,24781,3001627,20000027,61de75e888e8727486debb0a33c851f8,source
3615,19933,3001627,3001627,d36de0f850783d8fd6b3090036b71698,source
3565,18146,3001627,3001627,93556cf01e19f638bf80985a99195eb8,source
47878,20430,3001627,3001627,6831b0aaec44c01f5d0b6dbf2c4992eb,source
23529,27670,3001627,4331277,75369f55718d5adba0bb10bfbc5d4718,source
21424,23335,3001627,2738535,447e5db7c84797272127b77d9c9dbf6a,source
23737,33895,3001627,4331277,6dbe90994925f51c26fa92f330dec063,source
21194,4924,3001627,2738535,dec4d499ce2ff518dc732bd0305fe3a3,source
23130,14609,3001627,4331277,b16dceadabff3976dec8d69f9356ec51,source
3976,37369,3001627,3001627,5d346bdb7db27accf3588493d5c284,source
24116,46810,3001627,4331277,276932e7bf229d37c8ad93869b52d215,source
24853,17853,3001627,20000022,a7dbbe66942a7b7c40ef1c8b63a628f9,source
24077,45245,3001627,4331277,bcf67dfcbd6c1fe7da8e9e0272759299,source
21593,34699,3001627,2738535,713d9d23bb3eccc17fb8cf8a85dcfe23,source
21561,32864,3001627,2738535,2fc85613e0c1fd7c6ff6a1869fe2467f,source
23074,13062,3001627,4331277,3115864130f4e8188f56c17c21b5509b,source
25110,7268,3001627,20000027,fb71fc8021c89cf342d8a8c5af8997e8,source
25013,162,3001627,20000027,6b10b9f8b8f38cfadebf8d14d5516c20,source
24789,39863,3001627,20000020,66342d92d51f402d3f7e27638e63d848,source
24984,33889,3001627,20000026,d0bb642e810bd2fea6fee8e2140acec9,source
4022,39461,3001627,3001627,43f222e3b4b0952c1a4cdca72ed38d39,source
22422,50322,3001627,3001627,6b9dc32e4d278663c8687ff9b0b4e4ac,source
25291,20274,3001627,20000027,6d199c744b17d85953735b417976bbf5,source
21872,1355,3001627,3001627,55740c07554a726257f40ff86fe708ff,source
24348,11035,3001627,4373704,70eddfb0000447c637b2bb75885cfc44,source
24790,40128,3001627,20000020,c5afaadb73323de9645a86b04c64b372,source
23808,36217,3001627,4331277,fba62693a28b2e4c43f1c519d66bb167,source
23966,41525,3001627,4331277,94645127bd4168e03e63b721c3743983,source
23194,16440,3001627,4331277,faa6255bb4de99d90606ee5fb3c339a,source
25482,33118,3001627,20000027,da160f272c6d77f571a782a4379556c7,source
21183,4361,3001627,2738535,29d5a6ae911ef708f51f77a6d7299806,source
25284,19778,3001627,20000027,ae3b4195dfa9779f89e49c5729fd5d6c,source
25364,25609,3001627,20000027,e0b432f43a70aa4dc71dfa81bbc5b8ef,source
24192,49408,3001627,4331277,a497f206aa62e89c8ca0fe30c6caf3f4,source
23864,38072,3001627,4331277,b2bb0eb5670296ed5acd449a2ae99009,source
24077,45245,3001627,4331277,bcf67dfcbd6c1fe7da8e9e0272759299,source
24191,49404,3001627,4331277,6fa2db75b28cc1375c728bbce49718a0,source
3186,42871,3001627,2738535,3936ef166d22e60ff7628281ecb18112,source
3502,14943,3001627,3001627,e2c7903ad9e8f497a7be81e6de3c404c,source
23555,28334,3001627,4331277,226f38ce0d46fddef7a06a265fb36208,source
22529,17717,3001627,3376595,f43eef7e3991f80346ebf4f1147c3f0f,source
25284,19778,3001627,20000027,ae3b4195dfa9779f89e49c5729fd5d6c,source
23589,29468,3001627,4331277,6be3e544deece8441191025061735ea3,source
25110,7268,3001627,20000027,fb71fc8021c89cf342d8a8c5af8997e8,source
3702,23832,3001627,3001627,e803b31e2185d0405784b22e1081a3e1,source
23680,32310,3001627,4331277,697fc3fa4c36fe9b128d966a6d72dfea,source
4152,45987,3001627,3001627,807f08096308af5e28c0cecb7de2397a,source
25687,48839,3001627,20000027,bfe64c93bf5c3858c4f202fffc87396,source
47720,7823,3001627,3001627,48ae43c032e9f89737f67f4322e8d3d0,source
3923,34972,3001627,3001627,b884ff155c4117a7508dd48e67ad44bc,source
23177,15884,3001627,4331277,719f6578bd1450cfe5b7031248b81d78,source
24081,45375,3001627,4331277,c7ae4cc12a7bc2581fa16f9a5527bb27,source
21377,18863,3001627,2738535,8b005a01cf4ae50dab49dceef0d15b99,source
3569,18266,3001627,3001627,d9a1f2e7290cd2c3baab0c7159046dc4,source
25693,49196,3001627,20000027,f4e5698718f3d4494311a07b696e63e3,source
23369,21784,3001627,4331277,3ba15bab072af6ced014b923da2a041e,source
47753,10978,3001627,3001627,bbadf45aa419015c7e4d369f13ed434e,source
22461,17860,3001627,3002711,d0255120e3351121c3bd24f986301745,source
48261,51345,3001627,3001627,b9382558b6b4e858ce5de6b2dd443a15,source
21588,34403,3001627,2738535,a5de4210ba131f0e6ac7817035f206f9,source
24139,47750,3001627,4331277,f128d707527eb10cb04cb542e2c50eb4,source
3183,42799,3001627,2738535,662f95ed8d41a24bf63bf7d908efc575,source
