,id,synsetId,subSynsetId,modelId,split
24093,45860,3001627,4331277,8da97531717192fc3215145fdcd9052,source
23231,17693,3001627,4331277,b967ac98b1cbd8fe36a7a71199dc2cb3,source
22252,36970,3001627,3001627,7b01e2a03e614eba4710269d4bc18736,source
21620,36503,3001627,2738535,edef00af1cdfbe1419fb4103277a6b93,source
23799,35917,3001627,4331277,3cf6db91f872d26c222659d33fd79709,source
23724,33627,3001627,4331277,eea9a17689ef174ec14f867747674e73,source
23198,16692,3001627,4331277,2a8d87523e23a01d5f40874aec1ee3a6,source
21829,49562,3001627,2738535,e4ac472d21d43d3258db0ef36af1d3c5,source
25520,35178,3001627,20000027,d14d1da1e682a7cfaac8336231c53cd1,source
25666,46958,3001627,20000027,1842797b090ce2ecebc1a7ae7c4c250d,source
23751,34441,3001627,4331277,cace287f0d784f1be6fe3612af521500,source
22953,8603,3001627,4331277,34fc767b72047d9ae97426e55fb77981,source
3084,19469,3001627,2738535,19ce953da9aa8065d747a43c11e738e9,source
25262,18106,3001627,20000027,32788564558e513f7628281ecb18112,source
22133,26328,3001627,3001627,219c603c479be977d5e0096fb2d3266a,source
4176,46974,3001627,3001627,b6b911aecb417295e8f8c11a24c52ebb,source
22922,7582,3001627,4331277,2f7a68f4a75dabd41c8c7b57a94dbb2e,source
3632,21021,3001627,3001627,a3688350b1556cbe65ba78ad9601cf1b,source
24198,49588,3001627,4331277,3de9a7a40851ceb971a782a4379556c7,source
24272,1484,3001627,4373704,4cfc78be98de1d2bd607f0b8430fb29a,source
24076,45239,3001627,4331277,18e5d3054fba58bf6e30a0dcfb43d654,source
25065,3872,3001627,20000027,377fbf95d0d5e9eb90c9244ba8c4eaae,source
22513,9656,3001627,3376595,21ba49d0622c590c8a93d439b5823fb6,source
4077,42226,3001627,3001627,5402eecc67e489502fa77440dcb93214,source
4060,41311,3001627,3001627,a32febea4a0ac30171a782a4379556c7,source
25139,8865,3001627,20000027,1c2caacac14dfa0019fb4103277a6b93,source
23104,13947,3001627,4331277,ecfc0cf5081976323002761e7a3ba3bd,source
22010,15034,3001627,3001627,da1ef4e9ccbfab13b3234e0da44b11e4,source
23142,14980,3001627,4331277,29656461b26f620ff3c9c1464e55d580,source
23074,13062,3001627,4331277,3115864130f4e8188f56c17c21b5509b,source
25483,33155,3001627,20000027,3cff2db42b3ba901e83221ad0d21775,source
22807,2792,3001627,4331277,632a722f9edbaf607b11ae648ea92233,source
22523,15990,3001627,3376595,4960144353a6dd944c5483fab67d9a50,source
23390,22491,3001627,4331277,5bd3e7c9695af73cc8687ff9b0b4e4ac,source
24472,28633,3001627,4373704,30f68a6304d6906c9bdca9b7303475c3,source
21729,43235,3001627,2738535,2560232741878aa1ed0003a3eb88f6ca,source
23192,16369,3001627,4331277,7905bbf9abc0c264f3443b22038d340,source
21525,30572,3001627,2738535,54bdda983ea87dc9d727e9f790cd597,source
24376,14132,3001627,4373704,af34090f13146fef15afaa91253fa857,source
21316,14507,3001627,2738535,54b6c08ddcd0762adbbc9440457e303e,source
24797,43593,3001627,20000020,7792861e0bdb95a270a43c2d978e502e,source
21898,4496,3001627,3001627,1f571e244384bca736b0f2a1430e993a,source
23547,28161,3001627,4331277,2bda2aa53c374ca665ba78ad9601cf1b,source
23347,21086,3001627,4331277,aa2242ae4ea1074bad0881e4ef1ff29c,source
49714,20652,4256520,2738535,bf01483d8b58f0819767624530e7fce3,source
48216,46503,3001627,3001627,2de1bd62aef66dc9bf65e1af50b5b7d4,source
3113,26084,3001627,2738535,a5df9c511f51228f19fb4103277a6b93,source
21646,37928,3001627,2738535,10d5c2f88b60bbf5febad4f49b26ec52,source
22739,881,3001627,4331277,9d0ec3530b39e89640f4518b250404ee,source
22477,34649,3001627,3002711,fa8860d6a0d45a4688dcbe86402c7c15,source
25042,2121,3001627,20000027,813f2777195efc4e19fb4103277a6b93,source
25430,29371,3001627,20000027,689dce303ca3781c19fb4103277a6b93,source
23763,34929,3001627,4331277,ef1824754ae554af83b6e0255ae357be,source
23130,14609,3001627,4331277,b16dceadabff3976dec8d69f9356ec51,source
37473,28163,4256520,20000027,a27b9f94d052176af27383fc5a5a711c,source
25436,29773,3001627,20000027,196b9e195ccd4a0de03ab2a27ba7531,source
22350,44546,3001627,3001627,974afa9a51eb74245c26acfe9040fa59,source
24246,51048,3001627,4331277,7aa759758e3b0d5024ef48ae9e8e965f,source
4038,40287,3001627,3001627,da5aa9fe015114731a1272c8e47f5670,source
23966,41525,3001627,4331277,94645127bd4168e03e63b721c3743983,source
3458,12316,3001627,3001627,f36e83dff72cba53ba9ae5e8f97b3d4,source
21275,11592,3001627,2738535,3b88922c44e2311519fb4103277a6b93,source
22867,5435,3001627,4331277,7fbde9d7cd67587712ad7c55c944504a,source
24123,47206,3001627,4331277,76de2f91710e9bd85f31725202dd5bbc,source
23774,35400,3001627,4331277,b47e994452b71943bf30e5b4764cebc0,source
21279,11814,3001627,2738535,4179c276ee8dacfc8cbd400aa99bee96,source
23926,40183,3001627,4331277,bec78ebd204764f637a0eda928b574d2,source
3460,12504,3001627,3001627,9c3d7b65c739a618285330f26226f8fb,source
47909,22799,3001627,3001627,a1240606049c440edbf3c13c5c0e828e,source
23458,24585,3001627,4331277,91be45a6b74f2fa283b00891f680579,source
24970,22678,3001627,20000026,38e672f611588c0546863a778f871cc,source
25253,17411,3001627,20000027,779e4f9f044c71612f95e2a1e9997b85,source
25605,42610,3001627,20000027,f66ea5e07a8ad9eb283b00891f680579,source
3185,42845,3001627,2738535,u481ebf18-4bbb-4b49-90c9-7a1e9348b647,source
22198,32670,3001627,3001627,b88d8b5e5fbee4fa8336a02debb9923b,source
25133,8472,3001627,20000027,277fb4da6bea894c19fb4103277a6b93,source
22434,51151,3001627,3001627,bb88bf9eb071f85bb232f4221eaa5610,source
21616,36121,3001627,2738535,fcfb3a50acf5e83ecc0484ea4f50062,source
4166,46608,3001627,3001627,47aca56ff3a7b8a71a782a4379556c7,source
3207,50576,3001627,2738535,c91eb95b40e4b6f8e83221ad0d21775,source
4150,45933,3001627,3001627,95317d46812e4ed4df5aea2392d894b4,source
47720,7823,3001627,3001627,48ae43c032e9f89737f67f4322e8d3d0,source
25265,18270,3001627,20000027,7d0e6a5c10d2f97c62e682c9809bff14,source
25716,51012,3001627,20000027,ac84a2eff5e6a64347598b39fd1f6465,source
23817,36649,3001627,4331277,e3a838cb224367c59fce07ae6c046b8c,source
24247,51103,3001627,4331277,5a960456884d2a3b04cb542e2c50eb4,source
21194,4924,3001627,2738535,dec4d499ce2ff518dc732bd0305fe3a3,source
22506,6283,3001627,3376595,63cce233e9e5c33cd8f27b2e727c3511,source
48128,41029,3001627,3001627,41852b57b492559eb36178084a593098,source
35889,29927,4256520,3693474,7e7c1aca9d7ce7f2f7628281ecb18112,source
7171,50301,4256520,2738535,3a98a93f381ff5fb4b3c42e318f3affc,source
25566,39211,3001627,20000027,6131ecb5a6fc9329f51f77a6d7299806,source
25078,4619,3001627,20000027,2dd12e29d36c2b5519fb4103277a6b93,source
25426,29287,3001627,20000027,f9c61b40d4f49158ca998f0f87d0c84,source
22280,39583,3001627,3001627,d4f38e40aedc67f779368d1198f406e7,source
48027,31908,3001627,3001627,493b8b8eac5d3de978f8b40f4a2ae98a,source
23553,28308,3001627,4331277,4ab439279e665e08410fc47639efb60,source
25024,1041,3001627,20000027,12a56b6d02a93c5c711beb49b60c734f,source
3010,3466,3001627,2738535,eb04d1bffae6038c4c7384dbb75cab0d,source
23251,18427,3001627,4331277,3ea3cfa145794baec2454d017a7fc2b1,source
24250,51207,3001627,4331277,b1a30ad2706247b53c5f24f851caaab7,source
3573,18328,3001627,3001627,283e59109ef763ba2168ec2d80dee966,source
23456,24536,3001627,4331277,32284e0d1700dc55e7c7920f6a65a54d,source
23559,28532,3001627,4331277,27680e1b7951526518694a7306254063,source
3996,38219,3001627,3001627,3a1b54325b3565e72ca4b544d68c52,source
48217,46514,3001627,3001627,d54100efac3ab743626ced72908b525d,source
21810,48241,3001627,2738535,f854fa8ee2fb6d715936c7265c890fef,source
23595,29637,3001627,4331277,92242be674537e3df6e4c3538272fb27,source
23018,10916,3001627,4331277,81c291ab8abc1d0172b24bdfca058442,source
23091,13576,3001627,4331277,9b6d1c0f3a20783af51f77a6d7299806,source
23146,15045,3001627,4331277,13fdf00cde077f562f6f52615fb75fca,source
3384,8979,3001627,3001627,68b88c0be088c21d5e0096fb2d3266a,source
25675,48025,3001627,20000027,5875ca8510373873f51f77a6d7299806,source
23544,28037,3001627,4331277,384861155b7786fcb21bc3cf138f79e,source
24295,4240,3001627,4373704,44c5b57d406c663403f064eb1ac2f31,source
4033,40037,3001627,3001627,18052e6175456b9e7984fb9ec7e40829,train
22471,30693,3001627,3002711,5ca5e3357e5a6d9b45c6cb69e0968783,train
3501,14625,3001627,3001627,e6ea5e70c2f29d881e8fd793667dc14f,train
24719,13006,3001627,20000020,4f4d7ae825908e303a8be023e0f2e100,train
3180,42142,3001627,2738535,bcadc00cd1bdc19494db33559ec0df30,train
21987,13337,3001627,3001627,342d41101756553eb3ad032acba61b79,train
22461,17860,3001627,3002711,d0255120e3351121c3bd24f986301745,train
22005,14472,3001627,3001627,fffda9f09223a21118ff2740a556cc3,train
4093,42878,3001627,3001627,d4f5c3e3eab52d0a3334fb6668ccd834,train
24077,45245,3001627,4331277,bcf67dfcbd6c1fe7da8e9e0272759299,train
47895,21427,3001627,3001627,32c35f86754c0b4847307542345b60c,train
23295,19731,3001627,4331277,bfe3afaa774eab6e29e17f7efc5a2421,train
23185,16138,3001627,4331277,8f521c85697cfb73f51f77a6d7299806,train
22879,5907,3001627,4331277,f891816329ecee93774476b2e205b9b7,train
21281,12110,3001627,2738535,a021adf9bdfdcff68d12adb6778d2a90,train
3058,14081,3001627,2738535,1f501c5ed6423e259c89c86daa5af59d,train
21853,51273,3001627,2738535,81ba974369a343d3946b850f0cd29857,train
23688,32615,3001627,4331277,690f208bc221e05d6c891822a43c9279,train
22077,21317,3001627,3001627,bfa242a09f35dcaa38fba5f798d10731,train
3499,14432,3001627,3001627,328df096e089c4eafebad4f49b26ec52,train
25445,30581,3001627,20000027,adcc6534d6db1ff9dff990aa66c50fe0,train
48056,34556,3001627,3001627,ba673ea75085e46cbfd72d7396bc040a,train
25312,21753,3001627,20000027,fbf085824e25d7c440ef1c8b63a628f9,train
24146,47945,3001627,4331277,dc0bc65e9181c2f698eb62961a525575,train
24477,29393,3001627,4373704,5a85b2ef58145949213c3458a0fe5598,train
48194,45129,3001627,3001627,1fd7d0fe883059e355feea066cda8f9a,train
23902,39502,3001627,4331277,e50a97aa15d7cbc5972e15b580d9a5b3,train
24085,45529,3001627,4331277,a3e985835e89c8b1498f847f9f26fae3,train
22608,24208,3001627,3649674,90d35ca55b35d56dd5883ca9b41ac387,train
23792,35792,3001627,4331277,2fb9c50ebbd98075ba5342d638d0c267,train
3280,3313,3001627,3001627,6a3d2feff3783804387379bbd607d69e,train
22262,38034,3001627,3001627,46cb1e740cf6e9ec7ea88ba060407992,train
23618,30299,3001627,4331277,be43e61912136b5710f438ee952d42cc,train
25342,24120,3001627,20000027,1ab4c6ef68073113cf004563556ddb36,train
24390,15688,3001627,4373704,64a699cf5b2a43473f7e27638e63d848,train
24891,42975,3001627,20000022,9570ea7fa3a0ef775436c76691cf3d3,train
21353,17041,3001627,2738535,32d67f875ead7f1eaf46128407fbd2a0,train
21717,42152,3001627,2738535,29883092cdaabd09b41b7625e8c42dfa,train
23233,17761,3001627,4331277,c9cc8df04240b27890907a4c1a185a7,train
25061,3452,3001627,20000027,72713f2b894ad2846d16cefc94cf3648,train
22458,15460,3001627,3002711,8f6395e2451cafa6473f10e6caaeca56,train
23044,11909,3001627,4331277,86fc0fd9ed51dc11664b3b9b23ddfcbc,train
47944,24958,3001627,3001627,2159af8011e13b81713decb1a0563b12,train
22464,23971,3001627,3002711,eb32fa1ae8069d0998e0d1738edd4f19,train
25271,18894,3001627,20000027,71b01320c8e9dd60f7628281ecb18112,train
24002,42772,3001627,4331277,800f60058f12a5243c2e0b170f2ad8bc,train
4100,43486,3001627,3001627,30bbee7ab9026c5e4b3c42e318f3affc,train
47753,10978,3001627,3001627,bbadf45aa419015c7e4d369f13ed434e,train
48017,31194,3001627,3001627,d761518bcbcefa4080067e3fdc6db24c,train
24370,13783,3001627,4373704,511e6440fad9bfa81fc8b86678ea0c8b,train
24191,49404,3001627,4331277,6fa2db75b28cc1375c728bbce49718a0,train
23664,31647,3001627,4331277,9d9a0d778da758b043e03cfc9885bfb3,train
4005,38780,3001627,3001627,428b77d0ffe6ab456e06155d245f15d6,train
4118,44163,3001627,3001627,e6daa4f9485362aa37ecff2686b754f4,train
23421,23451,3001627,4331277,9695267b69d145dea14bb1d7e401bf06,train
23998,42555,3001627,4331277,e916dfe829b5b3daf4b6538438a0b930,train
22035,17087,3001627,3001627,7846afaf010913e4110b42f6d9481f5b,train
25079,4687,3001627,20000027,609746ebe63abc2c2f38c0d2792fb5e,train
23803,36032,3001627,4331277,94b55dcb770626d9c8687ff9b0b4e4ac,train
24813,51117,3001627,20000020,3aa41731c9bde97796d5112fb101f3ce,train
25082,4952,3001627,20000027,9905ba0488b0471dbfb0f09ba9f2d99,train
48092,38196,3001627,3001627,a919152f07e9e0d0fdef1c01cbd4ae0c,train
3265,2320,3001627,3001627,ff2223a085d32243696b74614952b2d0,train
22461,17860,3001627,3002711,d0255120e3351121c3bd24f986301745,train
23177,15884,3001627,4331277,719f6578bd1450cfe5b7031248b81d78,train
3334,5968,3001627,3001627,a9a1147eae9936f76f1e07a56c129dfc,train
21511,29888,3001627,2738535,9b9a114cfee79bfb492d9da2668ec34c,train
3354,7133,3001627,3001627,e3d23dc47ddd9620c9be65dfbd21428b,train
22776,2047,3001627,4331277,4387affd3bc4509a36b41ce3eef1f5be,train
4051,40838,3001627,3001627,a6ab184a68bc67d179b3e1be3524f72f,train
23075,13080,3001627,4331277,cfe139c0e8b8cfdae342bce0d924820,train
25020,469,3001627,20000027,fe1081843a08b7a64d8fdc4d7658fe42,train
24926,45139,3001627,20000025,48190d05babcbe2c68b95f9576f01a6b,train
3118,27289,3001627,2738535,5d3060a3470d853dfebad4f49b26ec52,train
23962,41290,3001627,4331277,af30cef615a3338599426e1733531ba,train
23529,27670,3001627,4331277,75369f55718d5adba0bb10bfbc5d4718,train
24856,21056,3001627,20000022,2dbe453ba389adf5f91663a74ccd2338,train
25204,13551,3001627,20000027,e605d3ea3be01ac3b11a97ee9284a563,train
21696,40524,3001627,2738535,4e9475fea6f3ca32c4cb3d6800567627,train
21241,8695,3001627,2738535,2fe5d78dfd82bafbcec24f0586fc0928,train
3595,19138,3001627,3001627,fd43278c60023763d4da89766e80607a,train
4269,51022,3001627,3001627,6fcb8bf770b8606697e2a21b8bc2d948,train
22207,33362,3001627,3001627,ca764efc4e76a8b48d69616377752ecc,train
23109,14123,3001627,4331277,ce7cff543f8cd89f8d1dabf86742ec3c,train
21769,45689,3001627,2738535,6cf6140483ba1b347b11ae648ea92233,train
23462,24820,3001627,4331277,ae02a5d77184ae2638449598167b268b,train
21821,48867,3001627,2738535,3d988ea2b68f48c7492d9da2668ec34c,train
23970,41633,3001627,4331277,47ac4f73d91f8ff0c862eec8232fff1e,train
47920,23437,3001627,3001627,d00a7550cf050fb3720daf9b94e7a5a,train
22393,48273,3001627,3001627,a113c1f24b803d37bc5a6eb75687367,train
25660,46673,3001627,20000027,9d961de6d462a7619fb4103277a6b93,train
48079,36524,3001627,3001627,2aa2d2bb646fdc511b7ca0421af5a45e,train
25391,27459,3001627,20000027,7b17a70aef82c51cb8fa4cb65e077db1,train
23971,41734,3001627,4331277,1f5a2c231265aa9380b3cfbeccfb24d2,train
22213,34062,3001627,3001627,8f4d7de6fef55f99232ca089ddf0305,train
25176,11121,3001627,20000027,4fd654bdc7fa4658b0957d845ac33749,train
23717,33497,3001627,4331277,4ccc0a3cc38c41af666bebf1a1d4e946,train
23056,12396,3001627,4331277,b2a658572331c578340a1d09e918e861,train
22794,2482,3001627,4331277,30b0196b3b5431da2f95e2a1e9997b85,train
25586,41105,3001627,20000027,490797c10b8cdfcdf4b6538438a0b930,train
47943,24913,3001627,3001627,be7897b96b04a5d12aca5d156344f8d3,train
22969,9166,3001627,4331277,a8110dab06c9c72a2c528d33bca1ac2,train
24921,24788,3001627,20000025,663f02b2ed46f991480b0456bf1622f1,train
3662,22323,3001627,3001627,27f4207dce674969c3bd24f986301745,train
25672,47563,3001627,20000027,6124a2bebfa255719fb4103277a6b93,train
3926,35091,3001627,3001627,3ffd794e5100258483bc207d8a5912e3,train
23160,15515,3001627,4331277,76ee694df725b5b4664b3b9b23ddfcbc,train
23535,27836,3001627,4331277,eeafc14e4e0db2ca3b481215325f1515,train
4239,49574,3001627,3001627,458356b9c5a8d7bd7cc86734cb2f5062,train
24225,50553,3001627,4331277,8db4d399adc4d6148738e7290b6f3237,train
24889,42234,3001627,20000022,4afe3d1ef68515bdd6a6b5838ef6b356,train
24682,29387,3001627,20000016,ea628b4568d4eb527085b4353236aad,train
22492,50863,3001627,3002711,a7b9f9e341c74b8d57ddce8e42aa6e90,train
24800,44172,3001627,20000020,6dd44ada2f481c776dddf6f75fbd4a4c,train
23184,16107,3001627,4331277,26c9e85dfa18af9fcf004563556ddb36,train
24368,13574,3001627,4373704,26ab589f6838edc99ae676623bdd3284,train
25297,20571,3001627,20000027,7ff2f20512e7ce8e572f8e1c1caad99e,train
21181,4314,3001627,2738535,8a38d65b4909e79d727e9f790cd597,train
47823,15346,3001627,3001627,3d442388af50f61138ae3771b1788e76,train
24165,48522,3001627,4331277,fe47e7645f1080735f0277eebfd05be2,train
21452,25240,3001627,2738535,f3e50f6d0b7b293035836c728d324152,train
21472,26542,3001627,2738535,c2ad96f56ec726d270a43c2d978e502e,train
47899,21919,3001627,3001627,313bfbd7bc2d516e14d782de5388fe8c,train
24707,7449,3001627,20000020,752102fb466042576a63d6c64bf6b56,train
22648,11952,3001627,4099969,74e14880b5aab8e3490ad276cd2af3a4,train
24176,48979,3001627,4331277,bf41b418250959d0a8699b6183baa203,train
47915,23065,3001627,3001627,8709db708ec617ec8b5d4279936d177a,train
47899,21919,3001627,3001627,313bfbd7bc2d516e14d782de5388fe8c,train
24704,5801,3001627,20000020,65f3d57bd9c6911d492d9da2668ec34c,train
47854,18361,3001627,3001627,d7ba3ad07551c886a2c9d2062eb4aba4,train
22809,2943,3001627,4331277,4c0d8f04f27f96284417bea8868af4d1,train
22202,32892,3001627,3001627,896303208667c3e9713decb1a0563b12,train
47983,28343,3001627,3001627,e0a011619d6c9df19f1deb04fb8ae481,train
22791,2433,3001627,4331277,f9da1bdadc982c7f78ee935ba846606a,train
21992,13531,3001627,3001627,a16b8de490656d03713decb1a0563b12,train
4153,46036,3001627,3001627,35bcb52fea44850bb97ad864945165a1,train
23286,19479,3001627,4331277,73428fc75131e0a9d8dd12a67280079f,train
24583,42913,3001627,4373704,4e1dae6ca4f220048ee0cd746086d989,train
4236,49370,3001627,3001627,1ec5a88141aefca9cf6e4dd7ee69d71f,train
23019,10940,3001627,4331277,d609864ada7d0170278d386bfa54545,train
22583,50361,3001627,3376595,66312d6c06a24772a8e75a1a0cf7490b,train
23141,14972,3001627,4331277,62aac1b94f2b98cb9f9a4edc4751ad63,train
23835,37277,3001627,4331277,8b0886f97f038a5fabbc3f24ddd185bc,train
24889,42234,3001627,20000022,4afe3d1ef68515bdd6a6b5838ef6b356,train
3654,21988,3001627,3001627,971539fb57b476d5c40593250b73d0c7,train
25660,46673,3001627,20000027,9d961de6d462a7619fb4103277a6b93,train
48113,39954,3001627,3001627,60186a5e4e1aee8daf8fee88d245152b,train
22686,35825,3001627,4099969,e039a013f1877fbf42bd71dd667c95ad,train
3287,3673,3001627,3001627,d32fafb61e1e4a5bb0d5741be7de64b1,train
25507,34132,3001627,20000027,5043512b70a157835a15b6547f08c8fe,train
3633,21075,3001627,3001627,1c758127bc4fdb18be27e423fd45ffe7,train
24889,42234,3001627,20000022,4afe3d1ef68515bdd6a6b5838ef6b356,train
24746,23330,3001627,20000020,a20760333defff73d2ef7d159eb54508,train
23285,19473,3001627,4331277,3c4ed9c8f76c7a5ef51f77a6d7299806,train
3861,31443,3001627,3001627,645022ea9ce898648b442b160bcfb7fd,train
22608,24208,3001627,3649674,90d35ca55b35d56dd5883ca9b41ac387,train
3256,1920,3001627,3001627,be9d5105e48ae27e713decb1a0563b12,train
24153,48169,3001627,4331277,502d0f698e20af83de03ab2a27ba7531,train
47720,7823,3001627,3001627,48ae43c032e9f89737f67f4322e8d3d0,train
21528,30812,3001627,2738535,d3ff300de7ab36bfc8528ab560ff5e59,train
23667,31828,3001627,4331277,8cc42bd1f681f126d0176f9a144100cd,train
47680,3510,3001627,3001627,b7e01301bb1eef41f92f3e7bff4c4ab0,train
4104,43568,3001627,3001627,f4b6bf9253918b52944d8f8e13d63fde,train
23671,31958,3001627,4331277,4f24a67f85e71e144719088c8e42c6ab,train
24813,51117,3001627,20000020,3aa41731c9bde97796d5112fb101f3ce,train
4080,42317,3001627,3001627,b8f4ce34b44620cc9b9f2eb77f5e247e,train
4278,48243,3001627,3002711,eaf5428e15655d0b3c8d0fdfb1cc2535,train
24883,39489,3001627,20000022,8a9d6ef075d5a0721242c827d7f16c58,train
